Item No.,Voltage (V),Prop,Throttle,Current (A),Power (W),Thrust (G),RPM,Efficiency (G/W),Operating Temperature (C)
"A14-18S_Single-Axis 18S_A Series Modular Propulsion Systems_Propulsion Systems_T-Motor Official Store | Drone Motors, ESCs & Propellers for UAVs",69.0,MF56P,45%,31.66,2184.54,21487.0,1410.0,86.9,165.0
"A14-18S_Single-Axis 18S_A Series Modular Propulsion Systems_Propulsion Systems_T-Motor Official Store | Drone Motors, ESCs & Propellers for UAVs",69.0,MF56P,50%,40.74,2811.06,25546.0,1545.0,88.2,165.0
"A14-18S_Single-Axis 18S_A Series Modular Propulsion Systems_Propulsion Systems_T-Motor Official Store | Drone Motors, ESCs & Propellers for UAVs",69.0,MF56P,55%,51.21,3533.49,29788.0,1665.0,88.5,165.0
"A14-18S_Single-Axis 18S_A Series Modular Propulsion Systems_Propulsion Systems_T-Motor Official Store | Drone Motors, ESCs & Propellers for UAVs",69.0,MF56P,60%,63.71,4395.99,34323.0,1775.0,88.4,165.0
"A14-18S_Single-Axis 18S_A Series Modular Propulsion Systems_Propulsion Systems_T-Motor Official Store | Drone Motors, ESCs & Propellers for UAVs",69.0,MF56P,65%,77.85,5371.65,38888.0,1896.0,88.1,165.0
"A14-18S_Single-Axis 18S_A Series Modular Propulsion Systems_Propulsion Systems_T-Motor Official Store | Drone Motors, ESCs & Propellers for UAVs",69.0,MF56P,70%,94.24,6502.56,43726.0,2007.0,87.2,165.0
"A14-18S_Single-Axis 18S_A Series Modular Propulsion Systems_Propulsion Systems_T-Motor Official Store | Drone Motors, ESCs & Propellers for UAVs",69.0,MF56P,75%,112.03,7730.07,48530.0,2090.0,85.5,165.0
"A14-18S_Single-Axis 18S_A Series Modular Propulsion Systems_Propulsion Systems_T-Motor Official Store | Drone Motors, ESCs & Propellers for UAVs",69.0,MF56P,80%,126.9,8756.1,52211.0,2200.0,85.8,165.0
"A14-18S_Single-Axis 18S_A Series Modular Propulsion Systems_Propulsion Systems_T-Motor Official Store | Drone Motors, ESCs & Propellers for UAVs",69.0,MF56P,85%,138.01,9522.69,54752.0,2238.0,84.5,165.0
"A14-18S_Single-Axis 18S_A Series Modular Propulsion Systems_Propulsion Systems_T-Motor Official Store | Drone Motors, ESCs & Propellers for UAVs",69.0,MF56P,90%,149.58,10321.02,57533.0,2298.0,84.2,165.0
"A14-18S_Single-Axis 18S_A Series Modular Propulsion Systems_Propulsion Systems_T-Motor Official Store | Drone Motors, ESCs & Propellers for UAVs",69.0,MF56P,95%,161.13,11117.97,59392.0,2328.0,82.7,165.0
"A14-18S_Single-Axis 18S_A Series Modular Propulsion Systems_Propulsion Systems_T-Motor Official Store | Drone Motors, ESCs & Propellers for UAVs",69.0,MF56P,100%,160.69,11087.61,59210.0,2334.0,82.9,165.0
501-X Integrated Propulsion System for Aerial Photograph Drone,48.0,MF1503,40%,2.12,102.0,901.0,3847.0,8.88,78.0
501-X Integrated Propulsion System for Aerial Photograph Drone,48.0,MF1503,45%,2.78,133.0,1118.0,4289.0,8.38,78.0
501-X Integrated Propulsion System for Aerial Photograph Drone,48.0,MF1503,50%,3.58,172.0,1356.0,4724.0,7.9,78.0
501-X Integrated Propulsion System for Aerial Photograph Drone,48.0,MF1503,55%,4.52,216.0,1615.0,5160.0,7.47,78.0
501-X Integrated Propulsion System for Aerial Photograph Drone,48.0,MF1503,60%,5.62,269.0,1902.0,5591.0,7.08,78.0
501-X Integrated Propulsion System for Aerial Photograph Drone,48.0,MF1503,65%,6.87,329.0,2202.0,6020.0,6.7,78.0
501-X Integrated Propulsion System for Aerial Photograph Drone,48.0,MF1503,70%,8.31,397.0,2535.0,6439.0,6.38,78.0
501-X Integrated Propulsion System for Aerial Photograph Drone,48.0,MF1503,75%,9.93,474.0,2850.0,6860.0,6.01,78.0
501-X Integrated Propulsion System for Aerial Photograph Drone,48.0,MF1503,80%,11.7,558.0,3201.0,7271.0,5.73,78.0
501-X Integrated Propulsion System for Aerial Photograph Drone,48.0,MF1503,85%,13.69,653.0,3562.0,7676.0,5.46,78.0
501-X Integrated Propulsion System for Aerial Photograph Drone,48.0,MF1503,90%,15.92,758.0,3935.0,8072.0,5.19,78.0
501-X Integrated Propulsion System for Aerial Photograph Drone,48.0,MF1503,95%,18.34,872.0,4323.0,8456.0,4.96,78.0
501-X Integrated Propulsion System for Aerial Photograph Drone,48.0,MF1503,100%,20.83,989.0,4689.0,8820.0,4.74,78.0
501-X Integrated Propulsion System for Aerial Photograph Drone,24.0,MF2009,40%,3.42,82.0,1024.0,2405.0,12.52,86.0
501-X Integrated Propulsion System for Aerial Photograph Drone,24.0,MF2009,45%,4.53,108.0,1262.0,2667.0,11.64,86.0
501-X Integrated Propulsion System for Aerial Photograph Drone,24.0,MF2009,50%,5.88,140.0,1519.0,2928.0,10.82,86.0
501-X Integrated Propulsion System for Aerial Photograph Drone,24.0,MF2009,55%,7.43,177.0,1794.0,3176.0,10.13,86.0
501-X Integrated Propulsion System for Aerial Photograph Drone,24.0,MF2009,60%,9.21,219.0,2084.0,3421.0,9.5,86.0
501-X Integrated Propulsion System for Aerial Photograph Drone,24.0,MF2009,65%,11.24,267.0,2392.0,3660.0,8.96,86.0
501-X Integrated Propulsion System for Aerial Photograph Drone,24.0,MF2009,70%,13.54,321.0,2714.0,3894.0,8.45,86.0
501-X Integrated Propulsion System for Aerial Photograph Drone,24.0,MF2009,75%,16.09,380.0,3044.0,4119.0,8.01,86.0
501-X Integrated Propulsion System for Aerial Photograph Drone,24.0,MF2009,80%,18.84,444.0,3380.0,4338.0,7.61,86.0
501-X Integrated Propulsion System for Aerial Photograph Drone,24.0,MF2009,85%,21.82,513.0,3712.0,4547.0,7.24,86.0
501-X Integrated Propulsion System for Aerial Photograph Drone,24.0,MF2009,90%,25.05,587.0,4048.0,4751.0,6.9,86.0
501-X Integrated Propulsion System for Aerial Photograph Drone,24.0,MF2009,95%,27.92,652.0,4338.0,4913.0,6.65,86.0
501-X Integrated Propulsion System for Aerial Photograph Drone,24.0,MF2009,100%,28.49,665.0,4392.0,4944.0,6.6,86.0
501-X Integrated Propulsion System for Aerial Photograph Drone,24.0,MF1806,40%,4.26,102.0,1083.0,3127.0,10.63,86.0
501-X Integrated Propulsion System for Aerial Photograph Drone,24.0,MF1806,45%,5.68,136.0,1336.0,3473.0,9.85,86.0
501-X Integrated Propulsion System for Aerial Photograph Drone,24.0,MF1806,50%,7.27,173.0,1607.0,3805.0,9.26,86.0
501-X Integrated Propulsion System for Aerial Photograph Drone,24.0,MF1806,55%,9.13,217.0,1893.0,4134.0,8.7,86.0
501-X Integrated Propulsion System for Aerial Photograph Drone,24.0,MF1806,60%,11.28,268.0,2196.0,4455.0,8.19,86.0
501-X Integrated Propulsion System for Aerial Photograph Drone,24.0,MF1806,65%,13.71,325.0,2515.0,4766.0,7.74,86.0
501-X Integrated Propulsion System for Aerial Photograph Drone,24.0,MF1806,70%,16.43,388.0,2841.0,5074.0,7.32,86.0
501-X Integrated Propulsion System for Aerial Photograph Drone,24.0,MF1806,75%,19.47,459.0,3181.0,5366.0,6.93,86.0
501-X Integrated Propulsion System for Aerial Photograph Drone,24.0,MF1806,80%,22.78,535.0,3536.0,5647.0,6.61,86.0
501-X Integrated Propulsion System for Aerial Photograph Drone,24.0,MF1806,85%,26.3,615.0,3883.0,5916.0,6.31,86.0
501-X Integrated Propulsion System for Aerial Photograph Drone,24.0,MF1806,90%,30.25,705.0,4269.0,6181.0,6.06,86.0
501-X Integrated Propulsion System for Aerial Photograph Drone,24.0,MF1806,95%,32.73,761.0,4472.0,6338.0,5.88,86.0
501-X Integrated Propulsion System for Aerial Photograph Drone,24.0,MF1806,100%,33.22,772.0,4514.0,6367.0,5.85,86.0
A12XL-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4918P,30%,5.45,501.4,6896.0,1074.0,87.6,180.0
A12XL-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4918P,35%,8.31,764.52,9434.0,1254.0,90.0,180.0
A12XL-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4918P,40%,12.03,1106.76,12289.0,1413.0,91.2,180.0
A12XL-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4918P,45%,16.38,1506.96,15290.0,1575.0,92.7,180.0
A12XL-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4918P,50%,21.72,1998.24,18404.0,1699.0,91.0,180.0
A12XL-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4918P,55%,27.56,2535.52,21572.0,1860.0,92.2,180.0
A12XL-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4918P,60%,33.85,3114.2,24533.0,1980.0,91.1,180.0
A12XL-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4918P,65%,40.43,3719.56,27415.0,2130.0,92.2,180.0
A12XL-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4918P,70%,48.3,4443.6,30745.0,2250.0,91.1,180.0
A12XL-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4918P,75%,56.02,5153.84,33744.0,2340.0,89.7,180.0
A12XL-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4918P,80%,65.37,6014.04,37272.0,2433.0,87.6,180.0
A12XL-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4918P,85%,73.25,6739.0,39767.0,2523.0,86.2,180.0
A12XL-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4918P,90%,79.92,7352.64,41616.0,2580.0,84.6,180.0
A12XL-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4918P,95%,86.29,7938.68,43493.0,2640.0,83.1,180.0
A12XL-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4918P,100%,92.88,8544.96,45198.0,2700.0,81.5,180.0
A12L-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4315P,30%,5.58,513.36,6672.0,1389.0,90.0,151.0
A12L-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4315P,35%,8.32,765.44,8853.0,1575.0,90.6,151.0
A12L-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4315P,40%,11.71,1077.32,11260.0,1785.0,92.4,151.0
A12L-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4315P,45%,15.91,1463.72,13926.0,1992.0,93.6,151.0
A12L-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4315P,50%,20.58,1893.36,16582.0,2145.0,92.6,151.0
A12L-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4315P,55%,25.77,2370.84,19232.0,2328.0,93.2,151.0
A12L-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4315P,60%,31.42,2890.64,21796.0,2478.0,92.6,151.0
A12L-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4315P,65%,37.6,3459.2,24563.0,2629.0,92.4,151.0
A12L-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4315P,70%,43.13,3967.96,26791.0,2790.0,92.6,151.0
A12L-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4315P,75%,49.76,4577.92,29501.0,2910.0,91.6,151.0
A12L-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4315P,80%,55.65,5119.8,31703.0,3030.0,91.0,151.0
A12L-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4315P,85%,62.32,5733.44,34038.0,3150.0,90.5,151.0
A12L-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4315P,90%,67.26,6187.92,35538.0,3213.0,89.3,151.0
A12L-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4315P,95%,71.11,6542.12,36636.0,3270.0,88.6,151.0
A12L-24S UAV Modular Propulsion kit for Multi-rotor Drones,92.0,MF4315P,100%,75.48,6944.16,37890.0,3330.0,87.8,151.0
"X-A14-24S_Coaxial_A Series Modular Propulsion Systems_Propulsion Systems_T-Motor Official Store | Drone Motors, ESCs & Propellers for UAVs",92.0,EFZ57P,30%,16.98,1562.16,16574.0,969.0,79.48,102.0
"X-A14-24S_Coaxial_A Series Modular Propulsion Systems_Propulsion Systems_T-Motor Official Store | Drone Motors, ESCs & Propellers for UAVs",92.0,EFZ57P,35%,26.73,2459.16,23430.0,1143.0,83.51,102.0
"X-A14-24S_Coaxial_A Series Modular Propulsion Systems_Propulsion Systems_T-Motor Official Store | Drone Motors, ESCs & Propellers for UAVs",92.0,EFZ57P,40%,39.41,3625.72,31352.0,1312.0,86.14,102.0
"X-A14-24S_Coaxial_A Series Modular Propulsion Systems_Propulsion Systems_T-Motor Official Store | Drone Motors, ESCs & Propellers for UAVs",92.0,EFZ57P,45%,55.19,5077.48,39418.0,1471.0,86.84,102.0
"X-A14-24S_Coaxial_A Series Modular Propulsion Systems_Propulsion Systems_T-Motor Official Store | Drone Motors, ESCs & Propellers for UAVs",92.0,EFZ57P,50%,71.37,6566.04,48473.0,1626.0,91.11,102.0
"X-A14-24S_Coaxial_A Series Modular Propulsion Systems_Propulsion Systems_T-Motor Official Store | Drone Motors, ESCs & Propellers for UAVs",92.0,EFZ57P,55%,95.48,8784.16,57714.0,1772.0,88.68,102.0
"X-A14-24S_Coaxial_A Series Modular Propulsion Systems_Propulsion Systems_T-Motor Official Store | Drone Motors, ESCs & Propellers for UAVs",92.0,EFZ57P,60%,123.64,11374.88,67340.0,1913.0,86.54,102.0
"X-A14-24S_Coaxial_A Series Modular Propulsion Systems_Propulsion Systems_T-Motor Official Store | Drone Motors, ESCs & Propellers for UAVs",92.0,EFZ57P,65%,149.65,13767.8,77392.0,2044.0,87.9,102.0
"X-A14-24S_Coaxial_A Series Modular Propulsion Systems_Propulsion Systems_T-Motor Official Store | Drone Motors, ESCs & Propellers for UAVs",92.0,EFZ57P,70%,184.07,16934.44,87491.0,2170.0,86.06,102.0
"X-A14-24S_Coaxial_A Series Modular Propulsion Systems_Propulsion Systems_T-Motor Official Store | Drone Motors, ESCs & Propellers for UAVs",92.0,EFZ57P,75%,220.4,20276.8,97534.0,2286.0,84.74,102.0
"X-A14-24S_Coaxial_A Series Modular Propulsion Systems_Propulsion Systems_T-Motor Official Store | Drone Motors, ESCs & Propellers for UAVs",92.0,EFZ57P,80%,256.98,23642.16,107318.0,2395.0,84.48,102.0
"X-A14-24S_Coaxial_A Series Modular Propulsion Systems_Propulsion Systems_T-Motor Official Store | Drone Motors, ESCs & Propellers for UAVs",92.0,EFZ57P,85%,312.62,28761.04,113724.0,2461.0,75.72,102.0
"X-A14-24S_Coaxial_A Series Modular Propulsion Systems_Propulsion Systems_T-Motor Official Store | Drone Motors, ESCs & Propellers for UAVs",92.0,EFZ57P,90%,312.24,28726.08,113102.0,2459.0,75.64,102.0
"X-A14-24S_Coaxial_A Series Modular Propulsion Systems_Propulsion Systems_T-Motor Official Store | Drone Motors, ESCs & Propellers for UAVs",92.0,EFZ57P,95%,304.48,28012.16,112178.0,2457.0,77.13,102.0
"X-A14-24S_Coaxial_A Series Modular Propulsion Systems_Propulsion Systems_T-Motor Official Store | Drone Motors, ESCs & Propellers for UAVs",92.0,EFZ57P,100%,312.22,28724.24,111504.0,2454.0,74.72,102.0
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",40%,1.8,86.0,1465.0,1584.0,16.96,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",42%,2.0,96.0,1572.0,1631.0,16.38,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",44%,2.3,110.0,1717.0,1692.0,15.55,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",46%,2.6,125.0,1852.0,1748.0,14.84,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",48%,2.9,139.0,1997.0,1810.0,14.35,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",50%,3.2,154.0,2140.0,1872.0,13.93,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",52%,3.4,163.0,2256.0,1928.0,13.82,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",54%,3.7,178.0,2378.0,1988.0,13.39,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",56%,4.1,197.0,2528.0,2047.0,12.85,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",58%,4.6,221.0,2757.0,2124.0,12.49,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",60%,5.1,245.0,2957.0,2190.0,12.08,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",62%,5.3,254.0,3027.0,2232.0,11.9,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",64%,5.7,274.0,3171.0,2287.0,11.59,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",66%,6.2,298.0,3307.0,2349.0,11.11,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",68%,6.6,317.0,3448.0,2384.0,10.88,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",70%,7.1,341.0,3662.0,2439.0,10.75,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",75%,8.2,394.0,4043.0,2570.0,10.27,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",80%,9.5,456.0,4468.0,2680.0,9.8,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",90%,12.2,586.0,5248.0,2917.0,8.96,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",100%,16.5,792.0,6352.0,3200.0,8.02,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",40%,3.5,168.0,2243.0,1896.0,13.35,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",42%,3.9,187.0,2401.0,1964.0,12.83,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",44%,4.2,202.0,2555.0,2020.0,12.67,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",46%,5.1,245.0,2881.0,2144.0,11.77,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",48%,5.4,259.0,3008.0,2190.0,11.6,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",50%,6.0,288.0,3231.0,2268.0,11.22,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",52%,6.7,322.0,3370.0,2339.0,10.48,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",54%,7.2,346.0,3624.0,2415.0,10.49,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",56%,7.7,370.0,3803.0,2462.0,10.29,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",58%,8.5,408.0,4033.0,2540.0,9.88,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",60%,8.9,427.0,4201.0,2581.0,9.83,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",62%,9.5,456.0,4353.0,2647.0,9.55,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",64%,10.4,499.0,4593.0,2694.0,9.2,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",66%,11.0,528.0,4791.0,2755.0,9.07,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",68%,11.7,562.0,4988.0,2812.0,8.88,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",70%,12.2,586.0,5153.0,2858.0,8.8,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",75%,14.3,686.0,5696.0,3002.0,8.3,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",80%,16.2,778.0,6171.0,3122.0,7.94,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",90%,21.4,1027.0,7329.0,3379.0,7.13,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",100%,29.3,1406.0,8716.0,3709.0,6.2,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",40%,2.9,70.0,1176.0,1383.0,16.9,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",42%,3.1,74.0,1237.0,1444.0,16.63,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",44%,3.5,84.0,1353.0,1497.0,16.11,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",46%,3.9,94.0,1465.0,1545.0,15.65,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",48%,4.3,103.0,1561.0,1587.0,15.13,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",50%,4.6,110.0,1648.0,1640.0,14.93,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",52%,5.2,125.0,1785.0,1708.0,14.3,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",54%,5.6,134.0,1905.0,1750.0,14.17,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",56%,6.1,146.0,2006.0,1811.0,13.7,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",58%,6.7,161.0,2153.0,1856.0,13.39,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",60%,7.0,168.0,2227.0,1899.0,13.26,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",62%,7.5,180.0,2334.0,1938.0,12.97,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",64%,8.1,194.0,2450.0,1984.0,12.6,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",66%,8.6,206.0,2549.0,2023.0,12.35,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",68%,9.6,230.0,2726.0,2082.0,11.83,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",70%,10.3,247.0,2877.0,2135.0,11.64,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",75%,11.8,283.0,3149.0,2238.0,11.12,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",80%,13.6,326.0,3479.0,2352.0,10.66,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",90%,17.3,415.0,4058.0,2557.0,9.77,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",100%,23.0,552.0,4879.0,2798.0,8.84,
"XU8-X UAV Integrated Propulsion System | Motor, ESC, Propeller",12.0,"T-MOTOR G28*9.2"" CF",40%,4.8,115.0,1662.0,1632.0,14.43,
